Tanggal,Harga
2023-08-18,12850.0
2023-08-19,12840.0
2023-08-20,12710.0
2023-08-21,12820.0
2023-08-22,12760.0
2023-08-23,12880.0
2023-08-24,12950.0
2023-08-25,12960.0
2023-08-26,13020.0
2023-08-27,13040.0
2023-08-28,13070.0
2023-08-29,13200.0
2023-08-30,13280.0
2023-08-31,13360.0
2023-09-01,13410.0
2023-09-02,13470.0
2023-09-03,13510.0
2023-09-04,13540.0
2023-09-05,13590.0
2023-09-06,13680.0
2023-09-07,13600.0
2023-09-08,13690.0
2023-09-09,13690.0
2023-09-10,13690.0
2023-09-11,13710.0
2023-09-12,13710.0
2023-09-13,13740.0
2023-09-14,13740.0
2023-09-15,13750.0
2023-09-16,13850.0
2023-09-17,13810.0
2023-09-18,13810.0
2023-09-19,13770.0
2023-09-20,13860.0
2023-09-21,13920.0
2023-09-22,13900.0
2023-09-23,13900.0
2023-09-24,13940.0
2023-09-25,13960.0
2023-09-26,13930.0
2023-09-27,13960.0
2023-09-28,14020.0
2023-09-29,14040.0
2023-09-30,14060.0
2023-10-01,14020.0
2023-10-02,14010.0
2023-10-03,14050.0
2023-10-04,14050.0
2023-10-05,14010.0
2023-10-06,14010.0
2023-10-07,14010.0
2023-10-08,14010.0
2023-10-09,14070.0
2023-10-10,14030.0
2023-10-11,14050.0
2023-10-12,14040.0
2023-10-13,14010.0
2023-10-14,14100.0
2023-10-15,14080.0
2023-10-16,14070.0
2023-10-17,14080.0
2023-10-18,14090.0
2023-10-19,14060.0
2023-10-20,14010.0
2023-10-21,14050.0
2023-10-22,14040.0
2023-10-23,14010.0
2023-10-24,13990.0
2023-10-25,14030.0
2023-10-26,14010.0
2023-10-27,14020.0
2023-10-28,14040.0
2023-10-29,13990.0
2023-10-30,14060.0
2023-10-31,14010.0
2023-11-01,14060.0
2023-11-02,14030.0
2023-11-03,13990.0
2023-11-04,14070.0
2023-11-05,13950.0
2023-11-06,14030.0
2023-11-07,14020.0
2023-11-08,14060.0
2023-11-09,14100.0
2023-11-10,14110.0
2023-11-11,14050.0
2023-11-12,14080.0
2023-11-13,14020.0
2023-11-14,13990.0
2023-11-15,14030.0
2023-11-16,14070.0
2023-11-17,14040.0
2023-11-18,14020.0
2023-11-19,14040.0
2023-11-20,14100.0
2023-11-21,14040.0
2023-11-22,14010.0
2023-11-23,14020.0
2023-11-24,14060.0
2023-11-25,14060.0
2023-11-26,14020.0
2023-11-27,14050.0
2023-11-28,14020.0
2023-11-29,14090.0
2023-11-30,14040.0
2023-12-01,14070.0
2023-12-02,14070.0
2023-12-03,14050.0
2023-12-04,14100.0
2023-12-05,14080.0
2023-12-06,14070.0
2023-12-07,14050.0
2023-12-08,14070.0
2023-12-09,14040.0
2023-12-10,14010.0
2023-12-11,14020.0
2023-12-12,14060.0
2023-12-13,14030.0
2023-12-14,14010.0
2023-12-15,14050.0
2023-12-16,14010.0
2023-12-17,14010.0
2023-12-18,14030.0
2023-12-19,14080.0
2023-12-20,14040.0
2023-12-21,14050.0
2023-12-22,14110.0
2023-12-23,14010.0
2023-12-24,14090.0
2023-12-25,14060.0
2023-12-26,14040.0
2023-12-27,14030.0
2023-12-28,14010.0
2023-12-29,14030.0
2023-12-30,14050.0
2023-12-31,14040.0
2024-01-01,14040.0
2024-01-02,14010.0
2024-01-03,14050.0
2024-01-04,14030.0
2024-01-05,14050.0
2024-01-06,14010.0
2024-01-07,14110.0
2024-01-08,14010.0
2024-01-09,14050.0
2024-01-10,14070.0
2024-01-11,13980.0
2024-01-12,14080.0
2024-01-13,14060.0
2024-01-14,14090.0
2024-01-15,14050.0
2024-01-16,14090.0
2024-01-17,14110.0
2024-01-18,14110.0
2024-01-19,14100.0
2024-01-20,14080.0
2024-01-21,14130.0
2024-01-22,14140.0
2024-01-23,14150.0
2024-01-24,14190.0
2024-01-25,14160.0
2024-01-26,14200.0
2024-01-27,14200.0
2024-01-28,14200.0
2024-01-29,14290.0
2024-01-30,14320.0
2024-01-31,14400.0
2024-02-01,14400.0
2024-02-02,14440.0
2024-02-03,14410.0
2024-02-04,14480.0
2024-02-05,14650.0
2024-02-06,14680.0
2024-02-07,14840.0
2024-02-08,14800.0
2024-02-09,15060.0
2024-02-10,14970.0
2024-02-11,14970.0
2024-02-12,15150.0
2024-02-13,15250.0
2024-02-14,15300.0
2024-02-15,15290.0
2024-02-16,15430.0
2024-02-17,15480.0
2024-02-18,15480.0
2024-02-19,15570.0
2024-02-20,15600.0
2024-02-21,15650.0
2024-02-22,15750.0
2024-02-23,15740.0
2024-02-24,15670.0
2024-02-25,15710.0
2024-02-26,15660.0
2024-02-27,15750.0
2024-02-28,15800.0
2024-02-29,15850.0
2024-03-01,15760.0
